mu1,mu2,model_label,n_tot,n_p,n_s,global_coeff_1based,local_secondary_coeff_1based,abs_error_l2_time,ref_l2_time,rel_error_percent
4.56,0.019,GPR ns151,151,0,151,112,112,23.338540540811398,23.33779491032172,100.00319494833398
4.56,0.019,GPR ns151,151,0,151,113,113,23.731970905333792,23.73418426398097,99.99067438500282
4.56,0.019,GPR ns151,151,0,151,114,114,20.169932252937837,20.160269186301157,100.04793123815652
4.56,0.019,GPR ns151,151,0,151,115,115,22.305829727980324,22.305282781307806,100.00245209477002
4.56,0.019,GPR ns151,151,0,151,116,116,25.44318932569356,25.443310360427954,99.99952429643518
4.56,0.019,GPR ns151,151,0,151,117,117,21.689014668862164,21.68879617974885,100.00100738238999
4.56,0.019,GPR ns151,151,0,151,118,118,21.15384058489858,21.155517058638157,99.9920754773569
4.56,0.019,GPR ns151,151,0,151,119,119,19.28382477417435,19.279051296957512,100.02475991760856
4.56,0.019,GPR ns151,151,0,151,120,120,21.566023225790534,21.559895638698613,100.02842122798093
4.56,0.019,GPR ns151,151,0,151,121,121,21.383519677550254,21.383069251224597,100.00210646245571
4.56,0.019,GPR ns151,151,0,151,122,122,21.377552357601555,21.37762836234466,99.99964446597248
4.56,0.019,GPR ns151,151,0,151,123,123,15.720902835064791,15.722715118468155,99.98847347045528
4.56,0.019,GPR ns151,151,0,151,124,124,18.694959896692044,18.69280617185489,100.01152167746967
4.56,0.019,GPR ns151,151,0,151,125,125,21.90477387553605,21.903760762898887,100.00462529082623
4.56,0.019,GPR ns151,151,0,151,126,126,18.90967939200033,18.909949214485394,99.99857311893331
4.56,0.019,GPR ns151,151,0,151,127,127,17.616132225635752,17.615384112532222,100.00424693040328
4.56,0.019,GPR ns151,151,0,151,128,128,19.60514118485854,19.60508863150677,100.000268059751
4.56,0.019,GPR ns151,151,0,151,129,129,17.860329466455628,17.859552316526198,100.00435145246452
