basis,basis_path,mu1,mu2,step,time,coordinate_sigma_max,coordinate_fro,mass_state_gain,hll_rank,hll_condition,hll_min_kept_eigenvalue,hll_max_eigenvalue,cancellation_relative_residual,coordinate_sigma_1,coordinate_sigma_2,coordinate_sigma_3,coordinate_sigma_4,coordinate_sigma_5,coordinate_sigma_6,coordinate_sigma_7,coordinate_sigma_8,coordinate_sigma_9,coordinate_sigma_10
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,412,20.6,0.009881256607261761,0.01196559436667026,0.009999610323793585,10,1.0080712912754597,0.995709758221396,1.0037464217058183,0.9999995139971889,0.009881256607261761,0.003591016877338613,0.0031908740452739094,0.0030020654500822483,0.002595371677695724,0.001969926340212018,0.0012961486277107807,0.0009019245010847943,0.0004961190505596825,0.00030095338854673116
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,413,20.650000000000002,0.032330883306701114,0.0357014587970613,0.0323308833067011,10,1.0146942338248421,0.9955912051358085,1.0102206550980304,0.999996025838622,0.032330883306701114,0.010463277924757661,0.008638937592240879,0.005315067560579379,0.0031078437359913155,0.0018417370860014143,0.001408041090515792,0.0010051478868500717,0.0007104982177233736,0.0006311704477891004
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,413,20.650000000000002,0.0098063444619592,0.011913369844416266,0.009922786241324545,10,1.0080779589725863,0.9957176482532398,1.0037610145641096,0.999999518292058,0.0098063444619592,0.003609359866459909,0.003189705831805427,0.0030215661052567307,0.002600129652728162,0.001962636241540013,0.001293590978000105,0.0009014146453741469,0.0004946179654597572,0.000298726522309689
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,414,20.700000000000003,0.03233519743663995,0.035681294534403336,0.032335197436639936,10,1.0146908196032212,0.9956056547931592,1.0102319178636725,0.9999960309041458,0.03233519743663995,0.010380938519410767,0.008637514043775473,0.005331781611890097,0.0030903113075663193,0.0018343799034867092,0.0014044033147659527,0.0010007309982952035,0.0007102257329891959,0.0006309932059841661
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,414,20.700000000000003,0.009735914530832106,0.011864504734164479,0.00985033953019842,10,1.00808631304855,0.9957229407320445,1.0037746681404267,0.9999995222985394,0.009735914530832106,0.0036250001706108637,0.0031915723376030763,0.0030395838418026157,0.0026037639271469936,0.0019554507336322713,0.0012910049585782993,0.0009008609025919388,0.0004930824277400716,0.0002964153698791527
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,415,20.75,0.03233975267275182,0.035664193074025144,0.0323397526727518,10,1.014687329255248,0.9956191107749484,1.0102420964677172,0.999996035288867,0.03233975267275182,0.010304593678076278,0.008641530286564102,0.005345578918229636,0.0030730124688946466,0.0018272378031243517,0.0014007859050701532,0.0009963946398289195,0.0007099716534013258,0.0006307831242227769
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,415,20.75,0.009676480597371502,0.011823892436153265,0.009789751885307249,10,1.0080960158897165,0.9957258381515035,1.0037872503589793,0.9999995256282888,0.009676480597371502,0.0036373331740334647,0.003197209552751648,0.0030547530310999706,0.002606017047128671,0.0019483923415754662,0.0012884284470369612,0.0009002814290130581,0.0004915178033530896,0.00029427221082185676
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,416,20.8,0.032344546528214946,0.03564964917566196,0.03234454652821492,10,1.01468353417015,0.9956317620935402,1.0102511550931272,0.9999960391051587,0.032344546528214946,0.010231747501923412,0.00865244762127651,0.005355950739112296,0.0030556430999286455,0.0018202850478953652,0.0013971896453327673,0.000992127092061305,0.0007097286879527039,0.0006304909499777949
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,416,20.8,0.009629142319946675,0.011792187125076799,0.009742490651285381,10,1.0081067114236735,0.9957265790520313,1.0037986470852878,0.9999995282357562,0.009629142319946675,0.003646664469155016,0.0032068560520627934,0.0030658982280893613,0.0026068346085001905,0.001941463416463859,0.0012859007520998678,0.0008996908048755129,0.0004899129500021408,0.00029259200268959436
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,417,20.85,0.03234963302211521,0.03563653732614453,0.032349633022115194,10,1.014679207079971,0.9956438123382545,1.0102590740374595,0.9999960426015748,0.03234963302211521,0.010158769053954311,0.008669981849344165,0.005362707583822143,0.003037906595442556,0.001813504927912736,0.001393613032905923,0.000987922482621172,0.0007094873361176182,0.0006301050226614951
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,417,20.85,0.009587653289774312,0.011764419599123156,0.009701787112124763,10,1.008118021609141,0.9957254424841782,1.0038087631430361,0.9999995305221988,0.009587653289774312,0.003654241466915279,0.003219878158019858,0.0030727632642117454,0.0026064463636828587,0.001934662895240868,0.0012834492462434229,0.0008990916316336209,0.0004882541884854379,0.0002915814176173804
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,418,20.900000000000002,0.03235511245850207,0.035623888736547656,0.032355112458502054,10,1.0146741204908887,0.9956554816468357,1.0102658501519353,0.9999960459917295,0.03235511245850207,0.010083471149065345,0.008692382947773327,0.005365762538267714,0.003019678159189294,0.0018068817379698324,0.0013900554771687538,0.0009837788785879709,0.00070923885887264,0.0006296463286392398
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,418,20.900000000000002,0.00954252463211081,0.011733258136610098,0.009657143349952137,10,1.0081295496631268,0.9957227477697748,1.0038175252984742,0.9999995330718802,0.00954252463211081,0.0036615872258568254,0.003235095270699211,0.003076037460790058,0.0026052378581898736,0.0019280064427645589,0.0012810991484562338,0.0008984715935084223,0.0004865515784317742,0.00029125495800889597
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,419,20.950000000000003,0.03236110608259391,0.0356114198684968,0.03236110608259389,10,1.0146680544484734,0.9956669988772113,1.0102714966292903,0.9999960493381843,0.03236110608259391,0.010006659046154505,0.008717124113556466,0.005364898421802511,0.003001043686638247,0.0018003967498887927,0.001386521500631016,0.0009796972437571038,0.0007089773625535637,0.0006291548936529863
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,419,20.950000000000003,0.009488337062153603,0.011694677450949622,0.009602395327805605,10,1.0081408988928464,0.9957188390851974,1.0038248854798923,0.9999995362009404,0.009488337062153603,0.0036695972790386166,0.0032514994436039432,0.003076760823658739,0.0026035300206174727,0.0019215328343700744,0.001278891249443473,0.0008978082956155182,0.0004848523576764758,0.00029142600172945866
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,420,21.0,0.03236771735782147,0.035599457601523506,0.03236771735782145,10,1.014660798643206,0.9956785995740701,1.010276043035775,0.9999960525690995,0.03236771735782147,0.00993158090129755,0.008741573532181145,0.0053597209820666234,0.0029821976973174015,0.0017940304042806368,0.0013830228261807,0.0009756813603495451,0.0007087004423421559,0.0006286714361921526
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,420,21.0,0.009428642306227931,0.011651658164840402,0.00954113644151737,10,1.0081516860824729,0.9957140739785635,1.003830822537537,0.9999995396684698,0.009428642306227931,0.0036780257732422173,0.003268570482823033,0.0030758485923886676,0.0026014241906229287,0.0019152884110129006,0.0012768851565291425,0.0008970791856940934,0.00048322487747718416,0.0002917885036874514
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,421,21.05,0.03237499045277082,0.035588437207276606,0.0323749904527708,10,1.0146521508072597,0.9956905268338936,1.0102795345904236,0.999996055588595,0.03237499045277082,0.009861811777859988,0.008763549455790746,0.005349811353343164,0.0029632955609757232,0.0017877674204197298,0.001379576198215538,0.0009717384655254871,0.000708408548925274,0.0006282214429742576
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,421,21.05,0.009374529062881987,0.011612901323905859,0.009485226766832748,10,1.0081615492938358,0.995708815246089,1.003835341824027,0.9999995427873708,0.009374529062881987,0.003685659280800269,0.003286116532607911,0.003073956938565828,0.0025988070980719285,0.0019092959922184856,0.0012751374048141754,0.0008962715433880936,0.0004817181624440694,0.0002920352037128779
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,422,21.1,0.032382882260073666,0.035578474818043986,0.03238288226007366,10,1.014641924262644,0.9957030221558982,1.0102820303943907,0.9999960583705659,0.032382882260073666,0.009799282761520737,0.008781793096613724,0.005334910744305164,0.002944374485721377,0.001781598456323249,0.0013761978070104734,0.0009678793082323292,0.0007081038398549554,0.0006278102003323293
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,422,21.1,0.009337423672592056,0.011587155693744985,0.009447021818637356,10,1.008170162335524,0.9957034145182755,1.0038384730529253,0.9999995448758272,0.009337423672592056,0.003691027086368163,0.0033040716797771708,0.003071513238209569,0.0025955014946405044,0.001903527593510879,0.001273664467430774,0.0008953873217147628,0.00048032176683501993,0.0002919556483124384
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,423,21.150000000000002,0.032391256915111584,0.03556934315795019,0.03239125691511157,10,1.0146299495564068,0.9957163223774286,1.0102836019463013,0.9999960609639497,0.032391256915111584,0.009743830590767341,0.008796255079956678,0.005314979204896392,0.002925380709731034,0.001775515762311702,0.0013728971655352863,0.0009641159508529585,0.000707789593100756,0.0006274275771166805
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,423,21.150000000000002,0.009320921458514436,0.011576995821460902,0.009430530437100678,10,1.0081772384344383,0.9956982052926396,1.0038402669260598,0.9999995457393538,0.009320921458514436,0.0036932259308048426,0.0033224883080148356,0.0030687737919576677,0.0025914436461272044,0.0018979014537668665,0.0012724171632014496,0.0008944410322413868,0.000478958162296136,0.00029147088602005187
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,424,21.200000000000003,0.032399909197427704,0.035560823007695516,0.03239990919742769,10,1.0146160700555928,0.9957306620569686,1.010284331170095,0.9999960634157603,0.032399909197427704,0.009694402590620184,0.00880803970173569,0.00529011395846118,0.0029062606332058414,0.001769506657588043,0.0013696736354755197,0.0009604586839042685,0.0007074700303491686,0.0006270574445683741
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,424,21.200000000000003,0.009317823861093222,0.011576708481188584,0.009428186259413723,10,1.008182525509354,0.9956935035700077,1.0038407910624674,0.9999995458286034,0.009317823861093222,0.0036923425806227703,0.003341617360196877,0.0030658701858796056,0.0025867415068941903,0.0018923090573753029,0.0012712895616742675,0.0008934535051655045,0.00047752084233990794,0.0002906024402057046
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,425,21.25,0.03240861296892036,0.03555310282329916,0.03240861296892034,10,1.014600145452312,0.9957462672440182,1.0102843075793775,0.9999960656837501,0.03240861296892036,0.009650732670541595,0.008819017435529574,0.005260446824938297,0.0028870330671267805,0.0017635500691230103,0.0013665168660931253,0.0009569131921898052,0.0007071496435219441,0.0006266855609864974
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,425,21.25,0.009315007299478428,0.011576116665362152,0.0094260529058048,10,1.008185809801491,0.995689600303715,1.003840125993124,0.9999995459403359,0.009315007299478428,0.0036891564431113357,0.0033618777059912118,0.0030628451949039123,0.0025815691782777655,0.0018866552603807403,0.0012701584428637161,0.0008924455235056657,0.00047593175018509126,0.00028941042484468995
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,426,21.3,0.0324171723023394,0.03554682994265295,0.032417172302339384,10,1.0145820503649758,0.9957633548174912,1.0102836262090371,0.9999960676255195,0.0324171723023394,0.009613948708412165,0.008831199443640457,0.00522615760931052,0.0028677777318865394,0.001757619231949217,0.0013634092261763755,0.0009534781640234913,0.0007068318740532231,0.0006262994843889964
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,426,21.3,0.009302507130072902,0.011567552157889145,0.009413541365270096,10,1.0081869126711471,0.9956867607982618,1.0038383613567345,0.99999954667407,0.009302507130072902,0.003684410766317091,0.0033836354930291456,0.003059686322509939,0.002575995807750652,0.0018808861790048578,0.0012689265436954572,0.0008914340949086924,0.00047417726164938743,0.00028794299676850363
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,427,21.35,0.03242545734240628,0.03554274546149298,0.032425457342406275,10,1.0145616674277298,0.9957821374087191,1.0102823857241388,0.9999960690786686,0.03242545734240628,0.009585840509869005,0.008845908309238254,0.0051875993577573075,0.0028485559401579355,0.0017516892111013379,0.0013603281366867145,0.0009501450643382702,0.0007065176147894697,0.000625883714691891
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,427,21.35,0.009280162276452293,0.0115509342751043,0.009390487804293322,10,1.0081856801231115,0.9956852313375116,1.0038355921445468,0.9999995480344812,0.009280162276452293,0.0036783170963606,0.003406878294808826,0.0030563613918562498,0.002569892008395403,0.0018749929202581516,0.0012675478341736793,0.000890432001279834,0.00047230641967373736,0.0002862272089163328
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,428,21.400000000000002,0.03243341825300361,0.035541198719947924,0.032433418253003596,10,1.014538888408089,0.995802819982217,1.0102806860583988,0.9999960699670486,0.03243341825300361,0.009567779636271789,0.008862921359368323,0.005145387605268111,0.0028293388679498277,0.0017457434219470302,0.0013572478222640717,0.000946900014116001,0.0007062045221210729,0.0006254170110484284
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,428,21.400000000000002,0.009257262033878933,0.011533440318117311,0.00936674945584723,10,1.0081819795597757,0.9956852390941865,1.0038319153684256,0.999999549459624,0.009257262033878933,0.0036706574693290994,0.0034309731344499134,0.0030528534226915475,0.0025629931114808896,0.00186899540432153,0.0012660299715030368,0.0008894486954904346,0.00047039980616923443,0.0002842954829194851
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,429,21.450000000000003,0.03244107427249403,0.0355418815899588,0.03244107427249401,10,1.0145136132918757,0.9958255993443981,1.010278626999433,0.9999960703587202,0.03244107427249403,0.00956017204979671,0.008880079850425434,0.005100327231975428,0.002810003370128387,0.0017397748131545538,0.0013541409032967661,0.0009437267809423889,0.0007058881398788637,0.0006248760890062946
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,429,21.450000000000003,0.009245488247965589,0.011524024654940275,0.009354683611164004,10,1.0081756916273479,0.9956869975968367,1.0038274274465482,0.9999995502524945,0.009245488247965589,0.003661344864234009,0.0034546849818331443,0.003049184729640401,0.002555087447757417,0.0018629179925058555,0.0012644180181767663,0.0008884906397733177,0.00046852741235959265,0.00028221881598550577
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,430,21.5,0.03244848717056768,0.03554395395961844,0.03244848717056766,10,1.0144857455031837,0.9958506678504743,1.0102763071841319,0.9999960704383019,0.03244848717056768,0.009562635117703002,0.008893808127915414,0.005053195556715298,0.002790400584327125,0.0017337826205687159,0.0013509810555659418,0.0009406113699387569,0.0007055644600519078,0.0006242486000206461
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,430,21.5,0.009250223557791551,0.011526765767921386,0.009359932071993489,10,1.0081666973494554,0.9956907176264869,1.0038222223710045,0.9999995500974891,0.009250223557791551,0.003650970202585003,0.0034765199087656287,0.0030454183112232267,0.0025461941001895007,0.0018567705695577024,0.0012627680213658525,0.0008875609346682319,0.0004667186844278848,0.00028012720346036365
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,431,21.55,0.03245573053892526,0.035546445806745534,0.03245573053892524,10,1.0144551941772608,0.9958782097060194,1.0102738226042227,0.9999960704188289,0.03245573053892526,0.009574446998065402,0.008900443150631075,0.005004528621750786,0.0027704453293423644,0.0017277686077061267,0.001347746959282957,0.0009375470592540165,0.0007052324061259437,0.00062354917079323
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,431,21.55,0.009266622744877492,0.01153790465790683,0.009377295777513398,10,1.008154875185886,0.9956966093731483,1.0038163909455962,0.9999995492872359,0.009266622744877492,0.003640831717000122,0.003495253047397775,0.0030416354691384733,0.0025365831191727713,0.0018505446808091373,0.0012611236919061826,0.0008866581535132475,0.00046496184527740895,0.00027820193008485007
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,432,21.6,0.032462856450808944,0.035548610799208354,0.03246285645080894,10,1.0144218761104502,0.9959083981612417,1.01027126569688,0.9999960704642457,0.032462856450808944,0.009594571812913361,0.008897749870732037,0.0049545470796190285,0.0027501593147345217,0.0017217358358636975,0.0013444260175966103,0.0009345378147648341,0.0007048948209626033,0.000622827031193764
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,432,21.6,0.009283136097474366,0.0115485548931978,0.009394505120362903,10,1.0081401004716446,0.9957048832521246,1.003810021041904,0.9999995485132246,0.009283136097474366,0.003632386866863455,0.003510325928511653,0.003037905593166867,0.0025266145582772876,0.0018442249746521162,0.0012595077395784512,0.0008857744198346948,0.00046322938481431513,0.000276635200141174
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,433,21.650000000000002,0.032469865010968595,0.03555002482740739,0.03246986501096858,10,1.0143857139810724,0.9959413967213963,1.01026872479654,0.9999960706677355,0.032469865010968595,0.009621244362383208,0.0088858255652665,0.004903226733469092,0.002729649835362931,0.0017156888357449873,0.0013410166824645061,0.000931598381792847,0.0007045572846500638,0.0006221585667350908
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,433,21.650000000000002,0.009289544390228338,0.011550888762745742,0.009400719515665481,10,1.008122244336526,0.9957157516729427,1.003803198297758,0.9999995483860411,0.009289544390228338,0.0036266514864890724,0.00352182316129791,0.003034268606735733,0.002516521512931575,0.0018378071365296221,0.001257929515358425,0.0008848938048033716,0.00046150861692594616,0.00027557459708844
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,434,21.700000000000003,0.03247668633828862,0.03555049159964446,0.032476686338288596,10,1.0143466388613205,0.9959773556270679,1.0102662830623024,0.9999960710723348,0.03247668633828862,0.009651851956829733,0.008866886572611527,0.004850425010620205,0.0027090593352083183,0.0017096317188951618,0.0013375288848823143,0.000928749108840586,0.0007042254361789849,0.0006216236828524113
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,434,21.700000000000003,0.009283636469914095,0.01154332786140481,0.009393555436237917,10,1.0081011807759699,0.9957294228063224,1.0037960068644285,0.9999995490286662,0.009283636469914095,0.0036241260553649536,0.003529952491516652,0.003030738674858654,0.0025062932495398624,0.0018313100870489681,0.0012563999463249332,0.0008839919830983203,0.00045981554253501813,0.00027507338195689425
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,435,21.75,0.03248317869684322,0.03554994697828377,0.03248317869684321,10,1.0143045931452062,0.9960164081357767,1.0102640176201085,0.9999960716919049,0.03248317869684322,0.009683621904656714,0.008844151052797376,0.00479598846000351,0.002688530395479761,0.0017035639376181545,0.001333982479529369,0.0009260066111362295,0.0007039026586171652,0.0006212755691863037
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,435,21.75,0.009272144632966885,0.0115312632917567,0.009380076274775011,10,1.0080767953892564,0.9957460925538131,1.0037885300030218,0.9999995500196577,0.009272144632966885,0.0036251837967777095,0.0035344110495745293,0.0030273223933211125,0.0024957237985704646,0.0018247748734957303,0.0012549406739618939,0.0008830379142928884,0.00045818454630905506,0.0002750660990923427
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,436,21.8,0.0324891430829189,0.035548497317379024,0.032489143082918885,10,1.014259529339836,0.9960586713363664,1.0102619991844854,0.9999960725028396,0.0324891430829189,0.009714865667481812,0.008820571089548424,0.0047398293355773394,0.002668204843532774,0.0016974777189598031,0.001330404385430381,0.0009233747173507855,0.0007035896943914969,0.0006211191504430193
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,436,21.8,0.009265727712531516,0.011523105998331151,0.009371561476252194,10,1.0080489893703024,0.9957659407899996,1.0037808502627275,0.9999995507038657,0.009265727712531516,0.003630157582735958,0.0035344771080061564,0.0030240358966403535,0.002484576422286103,0.0018182505938907007,0.0012535796443625946,0.0008819985793568182,0.0004566424177806316,0.00027538203007519034
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,437,21.85,0.03249435006757684,0.03554653373816914,0.03249435006757682,10,1.0142114107454336,0.9961042447584106,1.0102602913259424,0.9999960734191866,0.03249435006757684,0.009746003155847352,0.008798003145933904,0.004682005463383533,0.0026482375457348144,0.0016913617668509388,0.001326824799389983,0.0009208402260254672,0.0007032861607211393,0.0006211067031948864
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,437,21.85,0.009271626819912417,0.011524561832908784,0.009375832486247303,10,1.0080176852553793,0.99578912542556,1.0037730492139516,0.9999995506384548,0.009271626819912417,0.0036388848276828383,0.0035299579820777557,0.0030209068048199293,0.002472747965359448,0.001811774316811051,0.001252335755971487,0.0008808463982451762,0.00045518351169775704,0.00027579259867395624
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,5.19,0.026,438,21.900000000000002,0.0324985694095795,0.035544701199534505,0.032498569409579486,10,1.0141602138231103,0.9961532072639816,1.0102589496794168,0.9999960742995215,0.0324985694095795,0.009779549587802779,0.00877688868601146,0.004622820671414062,0.002628783688936269,0.00168521153932754,0.0013232718251927355,0.0009183764469469756,0.0007029924433983322,0.0006211521354059536
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,5.19,0.026,438,21.900000000000002,0.009288854259408117,0.011534933293304229,0.009392169172371316,10,1.0079828333656378,0.9958157756258238,1.003765207025518,0.9999995498778125,0.009288854259408117,0.003650735816717761,0.003521667023567819,0.003017959448592889,0.0024603254232714103,0.001805357250943386,0.0012512025868146993,0.0008795670490181125,0.0004537618687159556,0.0002760812097040869
