basis,basis_path,mu1,mu2,step,time,coordinate_sigma_max,coordinate_fro,mass_state_gain,hll_rank,hll_condition,hll_min_kept_eigenvalue,hll_max_eigenvalue,cancellation_relative_residual,coordinate_sigma_1,coordinate_sigma_2,coordinate_sigma_3,coordinate_sigma_4,coordinate_sigma_5,coordinate_sigma_6,coordinate_sigma_7,coordinate_sigma_8,coordinate_sigma_9,coordinate_sigma_10
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,442,22.1,0.010058990634480902,0.011572775649454763,0.010191676721045288,10,1.0073542011101193,0.9955305708959598,1.0028519029256004,0.9999995366197306,0.010058990634480902,0.003335230316834008,0.002703661089465539,0.0022966157081375617,0.0020649901762105115,0.001604971203169177,0.001064821449191699,0.0008655389730624195,0.0004693511759185646,0.0003073197592454841
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,443,22.150000000000002,0.027557329590902797,0.030981839134489347,0.02755732959090278,10,1.0127544892186,0.9954942980272119,1.0081913193185779,0.9999969485808128,0.027557329590902797,0.01083195435573694,0.006563532966523468,0.004798840476142994,0.0032271110178111856,0.0018264224383696048,0.001287251209383772,0.0009563367953907297,0.0006274174567673292,0.0005590697978415804
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,443,22.150000000000002,0.01002067160403073,0.011537232000479462,0.010153037351509504,10,1.007313989465466,0.9955686219497625,1.0028502003628514,0.9999995394939416,0.01002067160403073,0.003316987266897765,0.002704812132117509,0.0023020160528456424,0.002071808665087844,0.0016063961455500188,0.0010677692010120537,0.0008659680084344432,0.0004688126343980293,0.00030570421175443946
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,444,22.200000000000003,0.02755313670650758,0.030961891959700057,0.027553136706507574,10,1.012732073525756,0.9955240316977938,1.0081991168660271,0.9999969528125184,0.02755313670650758,0.010794523053959703,0.006564510044235202,0.004794063942956191,0.003212443942825883,0.0018122965120605699,0.0012839113457759992,0.0009528440158855737,0.0006269299225604575,0.0005587899967877385
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,444,22.200000000000003,0.009984943788329323,0.0115047933803781,0.010117310213984087,10,1.007275585574119,0.9956061934415747,1.0028498115000817,0.9999995421122251,0.009984943788329323,0.003299437982356338,0.002706665327087897,0.002309779804937845,0.002077332792771888,0.0016089144763182486,0.0010709670140485095,0.0008665903538290719,0.0004683159240255646,0.0003042548508468132
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,445,22.25,0.0275492782936225,0.030940052561334686,0.027549278293622484,10,1.0127111370568254,0.9955532942144311,1.0082079085845648,0.999996957410233,0.0275492782936225,0.010750184108004006,0.00656434476620076,0.004791756249917688,0.003197774263437607,0.0017984909528336395,0.001280616855839675,0.0009493526379766058,0.0006264599831029187,0.0005586389299782516
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,445,22.25,0.009947802079462609,0.011472079452347433,0.010079769875961386,10,1.0072390772861912,0.9956431429752369,1.002850680636701,0.9999995447446479,0.009947802079462609,0.003282703185471791,0.002709301072770195,0.0023201166359431654,0.0020815457637151876,0.0016124851428138453,0.0010744583559710204,0.0008674007345307796,0.0004678596184208235,0.0003029331937005423
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,446,22.3,0.027545942956742373,0.030916908179561834,0.027545942956742356,10,1.0126917311595653,0.9955820033592182,1.008217662493155,0.9999969622583377,0.027545942956742373,0.010699960745573231,0.006563227647405758,0.004791923270242169,0.003183099117586041,0.0017850191511118675,0.0012773588055245801,0.000945853621107575,0.0006260067666492908,0.0005585784155045237
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,446,22.3,0.009904198657150394,0.011434831004557654,0.010034711656090455,10,1.0072044963534565,0.9956793398506621,1.0028527080238283,0.9999995477275359,0.009904198657150394,0.0032669277139601343,0.002712832580106466,0.002333154673543693,0.002084589393849302,0.0016170231916295837,0.0010781948881620975,0.0008683539859994026,0.00046742412261679023,0.00030168844924145305
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,447,22.35,0.02754322665195144,0.030893480130864757,0.02754322665195143,10,1.0126738960412613,0.9956100776140671,1.0082283362353799,0.9999969671572476,0.02754322665195144,0.010646273591873371,0.006561613202650176,0.004794412252624436,0.0031684620970360675,0.0017718908222277624,0.0012741290542958377,0.000942337087865134,0.0006255696297902258,0.0005585620743541177
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,447,22.35,0.009851808393234636,0.011391130675470125,0.009979647829122345,10,1.0071718491860115,0.9957146485190815,1.0028557638105629,0.9999995512083104,0.009851808393234636,0.003252200807786613,0.002717456883311784,0.002348779202408023,0.0020866476344305936,0.0016224831622357878,0.0010820618274449546,0.0008693788639339182,0.0004669796296171363,0.0003004768812700131
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,448,22.400000000000002,0.027541125808421215,0.030870657645481445,0.027541125808421198,10,1.01265765782684,0.9956374391248664,1.0082398771489003,0.9999969719339706,0.027541125808421215,0.010591409215328324,0.006560146561490769,0.004798941419751068,0.0031538435255085502,0.0017591154591725371,0.0012709223437639033,0.0009387950785703064,0.0006251482053779806,0.0005585477419595539
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,448,22.400000000000002,0.009792871182299854,0.011342910578183771,0.009917296621509019,10,1.0071411352433894,0.9957489252710237,1.0028597030148436,0.9999995550298839,0.009792871182299854,0.0032384934542273513,0.002723442340190283,0.0023664331709198285,0.00208786862324969,0.0016288482544092034,0.0010859055892370193,0.0008704008479022489,0.0004664900919351944,0.0002992771144421474
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,449,22.450000000000003,0.027539552039417492,0.03084871340198068,0.02753955203941747,10,1.0126430207308215,0.9956640217223144,1.0082522225898827,0.99999697653613,0.027539552039417492,0.010536145711788132,0.006559504363710039,0.004805181102650935,0.003139100740011916,0.0017467048900375005,0.0012677363295458296,0.0009352233400737649,0.0006247422568852155,0.0005585071400535693
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,449,22.450000000000003,0.00973279330543726,0.011294662590974225,0.009853942652843613,10,1.0071123538114692,0.9957820239599051,1.002864378033409,0.9999995588375853,0.00973279330543726,0.0032256430485715455,0.002731031880576562,0.0023850902316002623,0.0020883505553750464,0.001636035043456122,0.001089559222502912,0.0008713643543234088,0.0004659163344970537,0.00029809733571476706
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,450,22.5,0.027538363899387353,0.03082723129970607,0.027538363899387335,10,1.012629973165002,0.995689765414347,1.0082653004321973,0.999996981045433,0.027538363899387353,0.010479483629499695,0.006560202996906867,0.004812852334639809,0.003124020116258367,0.0017346737710487946,0.0012645706941386376,0.0009316220681641557,0.0006243512684592763,0.000558432852120938
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,450,22.5,0.00967653995006168,0.011250333694297988,0.00979534060631091,10,1.0070855165465835,0.9958137915322602,1.0028696466294782,0.9999995623249488,0.00967653995006168,0.003213401773861417,0.00274031104260057,0.002403534066962192,0.0020881661264137677,0.0016438067078714872,0.001092875241105924,0.0008722448175533066,0.000465224213680453,0.0002969715452768097
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,451,22.55,0.02753740642565563,0.030805447329878194,0.02753740642565562,10,1.0126184924849981,0.9957146123100522,1.0082790296626893,0.9999969856109272,0.02753740642565563,0.01041952752673342,0.006562455402481005,0.004821797299094536,0.003108443079166075,0.0017230372715678652,0.0012614259913823625,0.0009279944732407084,0.0006239741540073287,0.0005583365688360583
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,451,22.55,0.009625263874508683,0.011210550579765466,0.009742905440421485,10,1.007060650257165,0.995844069119939,1.002875375802667,0.999999565447155,0.009625263874508683,0.003201536446019656,0.0027511551744571977,0.002420812633865702,0.00208739651667479,0.0016517849870811418,0.0010957464145863853,0.0008730415821408044,0.0004643886265508557,0.00029593743100701455
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,452,22.6,0.02753654837756348,0.030782748752231272,0.027536548377563468,10,1.012608537316634,0.9957385149552948,1.0082933211787184,0.9999969903518611,0.02753654837756348,0.010354837826390057,0.006566131619150659,0.0048319814901511314,0.003092375566882303,0.0017118072430063107,0.0012583026160221623,0.0009243443313759296,0.0006236095183431453,0.0005582390074402899
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,452,22.6,0.009575503513069612,0.011172109348082021,0.009692802574083557,10,1.007037781358388,0.9958727090523515,1.0028814434394475,0.9999995684551294,0.009575503513069612,0.0031899239397940706,0.0027633516501323462,0.002436553042469867,0.0020861497271057517,0.0016595702465575426,0.0010981028389241744,0.0008737595623674982,0.00046339198035765623,0.00029500866370206946
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,453,22.650000000000002,0.02753570937245175,0.030759060571444754,0.027535709372451738,10,1.0126000476804768,0.9957614372418545,1.008308078829482,0.9999969952828325,0.02753570937245175,0.01028551061244145,0.006570816243543843,0.004843422879984837,0.0030760189929113996,0.0017009889590333881,0.0012552010202363465,0.0009206744642919957,0.0006232561352079979,0.000558158732147886
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,453,22.650000000000002,0.009521637689663878,0.011130196154174873,0.009638689949197261,10,1.0070169269717373,0.9958995840303688,1.0028877386826935,0.9999995717198559,0.009521637689663878,0.003178581230152094,0.0027768453373514025,0.0024509082954127645,0.0020845546236260633,0.0016668996845915823,0.001099909634409743,0.0008743974029932194,0.00046222800314228875,0.00029416443347734963
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,454,22.700000000000003,0.027534872383517223,0.030734904581338242,0.027534872383517203,10,1.0125929538231018,0.9957833468501411,1.0083232005548386,0.9999970003027115,0.027534872383517223,0.010213366033091151,0.006575916622000412,0.004856093867843901,0.0030596988799384585,0.001690579513676811,0.0012521229789291374,0.0009169857690051049,0.0006229131871606211,0.0005581018070703729
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,454,22.700000000000003,0.009459857718267276,0.011081769287915991,0.009576158400650271,10,1.00699809624741,0.9959245852060099,1.0028941613084434,0.9999995754709673,0.009459857718267276,0.0031676207259251385,0.0027919106358481553,0.002464200472738937,0.0020827397073964263,0.0016737432936100567,0.0011011734352227131,0.0008749476961988436,0.00046090779971257056,0.0002933577372214153
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,455,22.75,0.02753408087021056,0.030711079244048648,0.027534080870210545,10,1.0125871740428785,0.9958042185689164,1.0083385795806759,0.9999970052570081,0.02753408087021056,0.01014104373482545,0.0065807815495792735,0.004869859542701586,0.003043714117395646,0.0016805687190677879,0.0012490721471271038,0.0009132767525623288,0.0006225803392146503,0.0005580541050424188
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,455,22.75,0.009390776514950638,0.011027650935224655,0.009505668371535124,10,1.0069812827528544,0.9959476289209152,1.002900620925447,0.9999995796393073,0.009390776514950638,0.003157173946346642,0.002809090228097385,0.002476554640223062,0.0020808039484772746,0.0016802716740857745,0.0011019409856919981,0.0008754048587705757,0.00045945857309020023,0.00029253327758294826
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,456,22.8,0.027533423657440145,0.030688189973378823,0.02753342365744013,10,1.0125826097374977,0.9958240405053921,1.0083541057742895,0.9999970100288378,0.027533423657440145,0.010070607708245315,0.006584814000459633,0.00488448570673495,0.0030281924942248194,0.0016709428755729504,0.0012460532830867845,0.0009095448707972023,0.0006222576108260543,0.0005579828158316912
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,456,22.8,0.00931899852768405,0.010971985495184487,0.009432121880555469,10,1.0069664571316483,0.9959686633052405,1.0029070363026216,0.999999583904718,0.00931899852768405,0.003147335966512949,0.0028289143592859153,0.002487782916617401,0.002078792262837389,0.0016867187067197422,0.0011022956019762626,0.0008757762288446534,0.00045792034525783107,0.00029165092437767625
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,457,22.85,0.027533012498622746,0.030666352651179948,0.02753301249862274,10,1.0125791520984262,0.9958428089742986,1.0083696671345102,0.9999970145959741,0.027533012498622746,0.010002591136767842,0.006587574739734926,0.004899706375019685,0.0030130409867384273,0.0016616894835762514,0.001243070711686698,0.000905788873934777,0.0006219449294720555,0.0005578467653213011
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,457,22.85,0.009250135454273821,0.01091959405586894,0.009361598315882767,10,1.006953574408266,0.9959876600024583,1.0029133343060002,0.999999587902221,0.009250135454273821,0.0031381598558384433,0.0028515729188779856,0.0024975554624322954,0.0020767001415416225,0.001693237025871189,0.0011023632467121469,0.0008760882140369379,0.00045634551205295335,0.0002907028132782017
Euclidean POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/euclidean/Stage1/basis.npy,4.56,0.019,458,22.900000000000002,0.02753295727762994,0.030645211002747676,0.027532957277629937,10,1.0125766863852284,0.9958605257467013,1.0083851512624462,0.9999970190271347,0.02753295727762994,0.00993594639251652,0.006588873941908999,0.004915306704325304,0.002998006140263582,0.0016527999325826074,0.001240126431352135,0.0009020103960853313,0.0006216418479959953,0.000557608352205667
LSPG-sensitive POD,/scratch/users/sadpr/Code12May/burgers2d-rom-workbench/Project_YvonMaday/Results_Paper/MetricStudy/lspg_sensitive/Stage1/basis.npy,4.56,0.019,458,22.900000000000002,0.009187266275857194,0.010872999854808189,0.00929746006174457,10,1.0069425799418126,0.9960046068805558,1.0029194484862376,0.9999995914460817,0.009187266275857194,0.00312969652797997,0.0028767771591813396,0.002505683703959822,0.0020745136808524357,0.0016998410342522862,0.0011023106208431117,0.0008763794586005611,0.00045479409883155536,0.00028971076549634734
